MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,RainToday,RainTomorrow,Temp_Media,Pressure_Media,WindSpeed_Media,Cloud_Media,Humidity_Media,Season
7.7,17.0,0.2,6.2,10.2,33.0,No,No,13.95,1017.65,14.0,1.0,35.5,Autumn
4.0,16.8,0.0,4.0,10.2,37.0,No,No,13.65,1021.45,15.0,2.0,50.0,Autumn
2.7,17.0,0.0,3.8,9.5,39.0,No,No,12.9,1022.9,8.5,3.0,50.5,Autumn
0.8,16.5,0.0,7.2,10.2,31.0,No,No,12.4,1023.4,8.5,0.0,45.5,Autumn
0.6,18.0,0.0,3.4,10.3,31.0,No,No,12.95,1020.0,5.5,0.0,44.0,Autumn
0.7,23.2,0.0,2.8,10.3,24.0,No,No,16.55,1016.35,2.0,2.0,30.0,Autumn
4.9,25.4,0.0,4.0,8.2,31.0,No,No,20.35,1014.45,15.0,2.5,22.5,Winter
9.0,22.9,0.0,4.6,10.2,22.0,No,No,18.7,1016.25,13.0,1.0,29.0,Winter
6.5,22.6,0.0,4.2,10.3,20.0,No,No,17.9,1017.75,5.5,0.0,26.5,Winter
6.7,24.5,0.0,4.4,3.9,20.0,No,No,17.95,1016.8,5.5,6.0,31.5,Winter
12.1,26.2,0.0,4.4,2.7,52.0,No,No,22.55,1012.0,23.0,6.0,17.5,Winter
12.2,22.6,0.0,5.4,10.3,41.0,No,No,19.4,1011.9,19.5,1.0,44.0,Winter
6.6,23.0,0.0,6.6,10.3,26.0,No,No,17.9,1012.85,10.0,0.5,41.5,Winter
7.4,24.8,0.0,4.0,10.3,31.0,No,No,19.75,1013.1,6.5,0.5,33.0,Winter
6.4,28.0,0.0,4.0,10.3,41.0,No,No,22.85,1012.55,11.0,2.0,23.5,Winter
16.8,31.2,0.0,7.6,10.3,57.0,No,No,26.9,1011.45,35.0,3.0,25.0,Winter
13.0,23.0,0.0,8.0,10.3,28.0,No,No,19.55,1017.85,12.0,0.5,36.0,Winter
6.6,19.9,0.0,5.2,10.3,41.0,No,No,15.8,1022.05,12.5,0.5,32.5,Winter
2.9,18.3,0.0,4.4,9.7,33.0,No,No,13.95,1025.25,11.5,3.0,35.5,Winter
4.6,17.0,0.0,4.6,7.0,33.0,No,No,13.5,1023.9,15.5,6.5,54.5,Winter
5.7,17.4,0.0,3.4,6.3,30.0,No,No,13.45,1020.15,9.0,5.5,57.0,Winter
3.4,18.2,0.0,2.8,10.3,30.0,No,No,14.0,1019.65,9.5,0.5,52.0,Winter
2.3,19.3,0.0,3.8,10.3,31.0,No,No,14.1,1019.55,8.5,1.0,46.0,Winter
2.0,19.7,0.0,4.0,10.3,35.0,No,No,14.3,1020.2,9.5,1.0,42.5,Winter
2.0,21.1,0.0,4.0,10.3,26.0,No,No,15.35,1020.2,6.5,1.0,35.0,Winter
2.8,25.0,0.0,4.0,10.3,33.0,No,No,18.4,1017.0,6.5,0.0,24.0,Winter
9.5,27.1,0.0,5.0,10.3,35.0,No,No,22.1,1013.5,11.5,0.5,27.0,Winter
9.3,28.1,0.0,5.8,10.3,48.0,No,No,21.5,1013.9,17.5,0.5,31.0,Winter
11.5,15.8,0.0,6.6,4.6,39.0,No,No,14.05,1018.5,13.0,6.5,62.0,Winter
2.2,17.9,0.0,2.2,10.3,33.0,No,No,13.0,1020.35,15.0,0.0,34.0,Winter
3.5,16.0,0.0,4.8,10.3,35.0,No,No,12.35,1021.8,17.0,1.0,45.0,Winter
0.9,17.5,0.0,3.0,10.4,22.0,No,No,12.85,1021.4,3.0,0.0,44.5,Winter
0.2,20.9,0.0,3.0,10.4,31.0,No,No,15.35,1019.85,6.5,0.0,36.0,Winter
1.6,22.8,0.0,4.0,10.4,24.0,No,No,18.1,1019.65,6.5,0.5,24.5,Winter
3.6,23.4,0.0,4.8,10.4,41.0,No,No,19.1,1018.55,11.0,0.0,18.5,Winter
10.9,28.5,0.0,7.0,10.4,46.0,No,No,22.1,1016.15,20.5,0.0,12.0,Winter
15.1,21.3,0.0,4.8,9.4,35.0,No,No,19.1,1018.95,14.0,2.5,28.0,Winter
1.6,23.2,0.0,5.4,10.5,26.0,No,No,16.8,1021.95,12.0,0.0,25.0,Winter
9.9,25.5,0.0,6.2,5.9,30.0,No,No,19.9,1018.5,16.5,6.0,18.0,Winter
11.5,18.5,0.0,4.0,10.4,48.0,No,No,15.8,1022.4,23.0,0.5,33.5,Winter
2.8,17.1,0.0,6.0,10.6,44.0,No,No,14.0,1025.15,20.5,4.5,36.0,Winter
2.1,16.3,0.0,5.0,10.7,44.0,No,No,12.65,1026.8,22.0,1.0,35.5,Winter
0.2,17.7,0.0,5.0,10.7,56.0,No,No,13.2,1027.75,17.5,0.0,34.5,Winter
1.0,17.8,0.0,6.2,10.6,43.0,No,No,13.25,1027.3,15.5,0.0,39.0,Winter
1.2,18.9,0.0,3.6,10.7,44.0,No,No,14.3,1025.7,14.5,0.5,37.0,Winter
1.6,19.5,0.0,4.4,10.7,33.0,No,No,14.25,1024.9,7.5,0.0,45.0,Winter
2.2,20.6,0.0,4.6,10.8,31.0,No,No,14.9,1024.7,9.5,0.0,36.5,Winter
1.8,21.0,0.0,5.4,10.8,30.0,No,No,15.2,1023.75,6.5,0.0,29.5,Winter
1.8,22.5,0.0,5.2,10.9,33.0,No,No,16.0,1021.9,6.5,0.0,24.0,Winter
1.8,23.2,0.0,5.8,10.9,31.0,No,No,16.35,1020.4,6.5,0.0,18.5,Winter
3.8,26.4,0.0,11.4,10.9,26.0,No,No,20.2,1018.3,9.5,0.0,14.5,Winter
4.4,28.1,0.0,6.2,11.0,33.0,No,No,21.2,1016.1,11.0,0.0,11.5,Winter
8.2,30.7,0.0,7.4,10.9,44.0,No,No,25.7,1014.3,23.0,0.0,4.0,Winter
12.6,31.6,0.0,9.4,11.0,56.0,No,No,28.25,1013.8,20.0,0.0,4.0,Winter
10.2,31.7,0.0,11.2,11.1,37.0,No,No,26.0,1014.05,19.0,0.0,8.5,Winter
12.8,32.1,0.0,8.0,11.1,48.0,No,No,28.05,1014.6,18.5,0.5,9.5,Winter
11.3,32.7,0.0,9.8,10.8,57.0,No,No,27.35,1015.7,14.0,1.5,15.5,Winter
21.3,32.9,0.0,9.2,10.9,56.0,No,No,28.7,1013.85,27.0,3.0,18.0,Winter
23.1,30.1,0.0,15.2,11.0,50.0,No,No,27.3,1015.15,21.0,3.5,17.5,Winter
12.2,23.2,0.0,9.6,10.8,50.0,No,No,19.95,1022.5,27.0,2.5,11.5,Winter
9.5,30.4,0.0,8.8,10.8,37.0,No,No,22.9,1020.5,12.0,3.5,13.5,Winter
10.8,32.3,0.0,7.6,11.0,50.0,No,No,27.8,1019.05,23.0,0.5,13.0,Winter
11.3,33.2,0.0,9.2,11.2,50.0,No,No,26.9,1016.8,9.5,0.0,17.0,Winter
14.7,34.7,0.0,8.0,11.2,50.0,No,No,29.2,1012.2,15.5,0.0,15.5,Winter
16.6,35.2,0.0,11.4,11.2,52.0,No,No,30.3,1011.3,20.0,0.0,14.0,Winter
12.6,35.1,0.0,10.6,11.2,52.0,No,No,30.6,1011.3,20.0,0.5,12.5,Winter
16.4,30.2,0.0,11.2,11.0,28.0,No,No,26.05,1014.35,9.0,0.5,28.0,Winter
14.4,25.9,0.0,8.0,10.4,41.0,No,Yes,22.05,1017.3,21.5,3.0,18.0,Winter
12.4,19.7,3.6,9.8,0.0,35.0,Yes,Yes,13.15,1020.25,8.5,8.0,86.0,Winter
10.6,24.5,8.0,1.6,0.5,39.0,Yes,No,19.75,1015.75,16.0,7.5,42.0,Winter
14.9,33.6,0.0,3.4,9.5,57.0,No,No,28.25,1010.85,29.5,4.0,27.0,Winter
16.8,33.9,0.0,8.4,11.0,63.0,No,No,28.75,1011.85,25.0,3.5,24.5,Winter
14.2,21.8,0.0,12.6,8.6,52.0,No,No,19.35,1020.35,30.5,5.5,39.5,Winter
10.1,20.3,0.0,8.0,7.9,39.0,No,No,16.85,1022.35,21.5,4.5,24.5,Winter
11.0,26.7,0.0,6.6,10.7,37.0,No,No,20.8,1016.8,18.5,3.0,18.5,Winter
15.3,34.1,0.0,9.2,9.5,59.0,No,Yes,28.35,1011.45,31.5,2.5,16.5,Winter
18.5,26.8,2.8,9.8,9.8,44.0,Yes,No,24.05,1013.75,14.0,1.5,54.0,Winter
11.5,24.3,0.0,5.8,11.0,35.0,No,No,20.35,1017.15,17.5,0.5,29.5,Winter
9.9,30.7,0.0,8.0,11.0,44.0,No,No,23.9,1014.8,15.0,0.0,19.5,Winter
17.0,34.6,0.0,8.4,11.0,56.0,No,No,28.6,1010.45,28.5,4.5,17.0,Winter
13.8,23.6,0.0,14.0,11.3,39.0,No,No,20.8,1016.75,19.5,0.5,14.0,Winter
6.5,23.2,0.0,7.4,11.3,30.0,No,No,19.25,1017.7,12.0,0.0,20.5,Winter
5.9,26.8,0.0,6.4,11.3,30.0,No,No,22.3,1015.85,14.0,0.0,15.5,Winter
7.6,29.3,0.0,6.2,11.4,35.0,No,No,25.2,1016.2,20.5,0.5,7.5,Winter
11.9,31.5,0.0,7.6,11.6,44.0,No,No,26.95,1016.95,18.0,0.0,5.5,Winter
16.8,32.8,0.0,12.0,11.6,56.0,No,No,29.05,1016.1,26.0,0.0,2.0,Winter
18.8,34.4,0.0,11.4,10.1,37.0,No,No,30.65,1016.1,15.0,2.5,8.5,Winter
19.6,31.5,0.0,12.0,9.2,46.0,No,No,26.55,1017.4,20.5,3.0,15.5,Winter
17.1,33.9,0.0,13.2,9.8,56.0,No,No,28.1,1015.05,21.0,2.0,17.0,Winter
23.0,35.9,0.0,13.2,6.7,81.0,No,No,31.35,1011.55,32.5,5.0,14.5,Winter
18.3,23.3,0.4,13.2,2.8,56.0,No,Yes,20.65,1018.25,15.5,7.5,79.0,Winter
16.7,32.1,2.6,2.6,6.9,46.0,Yes,No,24.55,1017.35,18.5,5.0,56.5,Winter
17.9,35.8,0.0,5.8,6.5,41.0,No,No,28.4,1013.95,16.0,6.0,40.5,Winter
21.0,37.1,0.0,9.0,6.8,57.0,No,No,31.45,1010.7,16.0,6.0,21.0,Winter
27.4,37.4,0.0,18.0,11.0,74.0,No,No,34.15,1007.15,32.0,2.0,15.0,Winter
20.2,32.1,0.0,15.6,11.3,63.0,No,No,29.25,1009.45,35.0,0.0,3.5,Winter
7.3,22.9,0.0,16.0,11.6,37.0,No,No,18.6,1019.45,24.0,0.0,16.0,Spring
6.3,28.0,0.0,8.0,11.6,26.0,No,No,22.9,1018.0,12.0,0.0,14.5,Spring
16.4,33.9,0.0,10.0,11.6,43.0,No,No,30.0,1012.85,28.5,0.0,4.0,Spring
11.4,20.2,0.0,14.8,11.6,48.0,No,No,17.1,1021.65,28.0,0.0,15.0,Spring
4.9,21.7,0.0,8.6,11.6,46.0,No,No,17.85,1020.85,25.0,0.0,16.5,Spring
4.0,24.7,0.0,8.0,11.6,31.0,No,No,19.45,1016.35,15.5,0.0,18.0,Spring
8.9,31.5,0.0,7.2,11.6,48.0,No,No,26.15,1009.7,15.0,0.0,8.5,Spring
21.5,35.2,0.0,15.2,10.2,70.0,No,No,30.4,1008.3,37.0,1.0,2.0,Spring
21.7,35.0,0.0,16.0,9.5,85.0,No,No,31.6,1005.35,41.5,3.0,11.5,Spring
9.9,22.2,0.0,16.0,9.0,37.0,No,No,16.5,1016.7,16.0,4.0,49.0,Spring
8.1,24.2,0.0,7.0,11.8,33.0,No,No,19.85,1018.2,16.5,0.0,25.0,Spring
7.6,25.8,0.0,8.0,11.8,41.0,No,No,21.45,1019.75,18.0,0.0,22.5,Spring
7.2,26.3,0.0,9.4,11.7,48.0,No,No,22.3,1020.85,25.0,0.0,11.0,Spring
6.8,27.4,0.0,10.8,11.4,43.0,No,No,23.2,1018.55,19.5,1.0,11.0,Spring
8.0,28.5,0.0,9.0,11.9,54.0,No,No,24.7,1017.9,16.5,1.5,8.5,Spring
12.4,26.5,0.0,8.6,11.7,43.0,No,No,22.4,1019.05,28.5,0.5,11.0,Spring
6.7,28.1,0.0,9.8,11.8,41.0,No,No,23.2,1018.2,16.0,0.0,3.5,Spring
9.9,33.8,0.0,10.0,11.9,35.0,No,No,28.2,1016.0,9.0,0.5,4.5,Spring
23.2,37.1,0.0,14.0,11.8,57.0,No,No,33.0,1012.3,25.0,1.0,2.0,Spring
20.6,34.6,0.0,17.6,11.0,46.0,No,No,30.95,1010.65,19.5,2.5,13.0,Spring
15.3,30.7,0.0,12.0,11.8,41.0,No,No,25.65,1013.85,19.5,1.0,14.0,Spring
11.9,28.5,0.0,10.4,12.0,37.0,No,No,24.55,1016.7,16.5,0.0,15.5,Spring
10.7,28.8,0.0,9.0,12.2,50.0,No,No,25.4,1017.85,16.0,0.5,10.5,Spring
6.3,26.9,0.0,23.4,12.3,56.0,No,No,23.0,1021.85,28.0,0.0,12.0,Spring
8.1,29.5,0.0,10.2,12.3,39.0,No,No,24.7,1019.6,14.5,0.0,11.5,Spring
9.4,34.5,0.0,9.8,12.3,35.0,No,No,29.75,1016.3,16.5,0.0,5.5,Spring
15.6,35.7,0.0,10.8,8.8,52.0,No,No,32.0,1014.5,10.0,1.5,14.0,Spring
22.2,35.4,0.0,10.8,3.7,39.0,No,No,30.45,1015.55,10.0,7.5,21.5,Spring
16.6,36.6,0.0,9.8,12.3,46.0,No,No,32.35,1014.95,11.0,0.5,15.0,Spring
17.5,38.3,0.0,12.0,11.6,39.0,No,No,35.1,1014.15,16.0,2.0,8.0,Spring
20.0,38.0,0.0,13.4,10.4,69.0,No,No,34.65,1013.8,26.0,2.5,7.0,Spring
18.7,28.0,0.0,17.2,11.5,61.0,No,No,24.75,1015.3,27.0,0.0,16.0,Spring
9.9,28.8,0.0,13.8,12.2,39.0,No,No,24.25,1014.95,21.5,0.0,7.5,Spring
12.0,30.9,0.0,10.8,12.3,35.0,No,No,26.9,1014.55,17.5,0.0,23.0,Spring
13.8,34.2,0.0,11.2,12.4,31.0,No,No,29.85,1012.35,21.0,0.0,16.0,Spring
16.3,36.2,0.0,10.0,12.5,39.0,No,No,31.95,1012.95,14.0,0.0,14.5,Spring
18.5,37.7,0.0,13.6,12.5,52.0,No,No,33.9,1012.35,31.5,0.5,15.0,Spring
21.3,39.0,0.0,14.4,12.0,46.0,No,No,35.7,1012.0,26.5,2.0,17.5,Spring
25.9,38.5,0.0,15.2,11.4,65.0,No,No,35.7,1011.9,18.5,3.5,12.5,Spring
22.9,32.6,0.0,14.6,8.1,39.0,No,No,28.4,1014.55,23.0,4.0,22.0,Spring
19.1,32.2,0.0,15.6,10.6,41.0,No,No,27.25,1016.1,21.0,1.0,18.0,Spring
18.2,32.6,0.0,13.4,12.3,44.0,No,No,27.9,1014.75,25.5,1.0,16.0,Spring
12.3,33.0,0.0,15.2,12.7,41.0,No,No,28.35,1014.0,22.5,3.0,5.5,Spring
11.8,36.0,0.0,12.0,12.8,39.0,No,No,30.8,1013.6,15.0,3.0,4.5,Spring
18.0,38.9,0.0,12.8,12.2,41.0,No,No,35.55,1012.15,12.0,3.0,14.0,Spring
22.0,38.0,0.0,14.6,12.4,48.0,No,No,34.15,1011.35,25.0,1.0,11.5,Spring
20.4,35.5,0.0,14.4,12.7,56.0,No,No,32.05,1010.55,28.0,0.5,21.5,Spring
19.3,35.5,0.0,16.0,12.7,48.0,No,No,32.8,1013.45,27.0,0.5,16.0,Spring
17.6,36.2,0.0,16.0,12.9,48.0,No,No,32.9,1015.15,28.5,0.0,12.5,Spring
17.9,37.6,0.0,14.2,12.8,54.0,No,No,34.45,1013.35,22.5,0.0,7.5,Spring
19.7,40.3,0.0,15.8,12.4,57.0,No,No,36.5,1010.0,11.5,1.5,10.0,Spring
20.0,40.4,0.0,16.0,12.4,52.0,No,No,37.1,1007.6,13.0,0.0,5.5,Spring
18.5,41.0,0.0,16.8,12.9,28.0,No,No,37.7,1005.3,13.0,2.0,3.0,Spring
19.5,43.0,0.0,14.6,11.0,52.0,No,No,39.7,1003.0,25.0,2.5,5.5,Spring
30.3,40.5,0.0,20.8,7.0,61.0,No,No,37.45,1004.6,28.5,4.0,12.5,Spring
27.5,40.9,0.0,18.0,9.1,59.0,No,No,36.5,1005.5,29.5,4.0,17.5,Spring
26.2,39.5,0.0,16.8,5.3,89.0,No,No,36.25,1005.05,15.5,5.5,20.0,Spring
25.1,38.9,0.4,11.4,11.4,57.0,No,No,34.15,1003.85,29.5,5.5,27.0,Spring
16.5,29.0,0.0,16.0,12.2,43.0,No,No,24.05,1012.6,24.0,2.0,34.0,Spring
17.5,25.3,0.0,14.6,6.9,57.0,No,No,22.05,1017.15,33.0,6.5,34.0,Spring
10.9,25.1,0.0,11.0,11.8,54.0,No,No,21.4,1014.95,26.0,2.5,22.0,Spring
9.8,27.8,0.0,10.0,13.0,43.0,No,No,21.9,1011.1,15.0,1.0,26.5,Spring
11.6,35.7,0.0,10.0,13.2,43.0,No,No,31.05,1007.95,18.5,0.0,9.5,Spring
22.4,38.5,0.0,13.8,13.1,44.0,No,No,35.7,1008.35,24.0,0.0,5.0,Spring
18.6,32.5,0.0,13.4,13.0,39.0,No,No,28.75,1012.45,19.5,0.0,11.0,Spring
15.1,32.9,0.0,13.6,13.2,37.0,No,No,27.9,1012.6,20.0,0.0,11.5,Spring
15.4,32.5,0.0,12.6,13.4,43.0,No,No,27.25,1013.1,14.0,0.0,19.5,Spring
15.0,33.2,0.0,12.0,13.4,41.0,No,No,28.8,1012.9,17.0,0.0,11.5,Spring
13.8,33.8,0.0,13.8,13.2,37.0,No,No,29.2,1012.5,17.5,0.0,11.0,Spring
14.6,37.3,0.0,12.8,13.2,44.0,No,No,32.25,1012.7,15.0,1.5,7.5,Spring
15.2,38.9,0.0,15.8,13.2,48.0,No,No,34.6,1013.25,23.0,1.0,2.5,Spring
18.5,38.4,0.0,15.8,12.8,37.0,No,No,34.3,1013.3,24.0,0.0,8.5,Spring
20.3,38.3,0.0,16.0,13.1,43.0,No,No,33.4,1011.2,23.5,0.0,6.0,Spring
19.0,42.6,0.0,17.0,11.8,35.0,No,No,37.65,1007.5,12.0,1.0,5.0,Spring
28.6,43.2,0.0,16.8,12.3,50.0,No,No,40.3,1005.1,22.5,1.0,5.0,Spring
24.2,37.0,0.0,22.8,8.3,54.0,No,No,31.85,1005.5,26.0,3.0,20.0,Spring
24.9,31.8,0.0,12.6,1.3,41.0,No,Yes,29.4,1009.2,18.5,7.5,34.5,Spring
19.0,21.0,11.0,8.4,0.0,54.0,Yes,No,19.4,1015.0,25.5,8.0,52.5,Spring
14.4,30.5,0.0,4.8,11.0,39.0,No,No,25.2,1014.5,24.0,6.0,21.5,Spring
19.4,30.4,0.0,11.0,8.7,41.0,No,No,27.65,1013.15,20.5,4.5,14.5,Spring
16.7,33.7,0.0,10.6,13.0,52.0,No,No,29.35,1012.25,13.0,1.5,24.5,Spring
20.4,35.8,0.0,12.8,12.2,43.0,No,No,32.2,1010.95,17.5,6.5,20.5,Spring
21.0,39.5,0.0,13.4,12.2,41.0,No,No,35.4,1008.1,13.0,3.5,22.5,Spring
27.7,38.6,0.0,13.8,6.6,52.0,No,No,33.55,1009.2,29.5,6.0,29.5,Spring
22.4,28.3,0.0,16.0,1.0,44.0,No,No,24.4,1014.5,22.0,8.0,57.0,Spring
21.1,33.7,0.0,8.0,10.7,46.0,No,No,28.9,1013.15,25.0,3.0,37.0,Spring
19.9,36.4,0.0,14.0,11.7,39.0,No,No,31.7,1011.55,20.5,3.5,14.5,Spring
22.8,38.3,0.0,14.2,11.1,37.0,No,No,34.15,1008.85,17.5,5.0,11.5,Spring
20.8,40.3,0.0,14.8,9.0,46.0,No,No,35.15,1007.9,12.0,6.0,6.0,Summer
27.5,39.8,0.0,15.2,8.1,67.0,No,No,35.8,1004.65,28.5,6.0,29.5,Summer
24.9,30.1,0.0,18.0,2.1,74.0,No,No,26.7,1006.2,36.0,7.0,52.0,Summer
17.5,30.4,0.0,11.8,11.8,54.0,No,No,25.9,1010.45,23.0,3.0,35.0,Summer
15.7,33.5,0.0,13.0,13.1,52.0,No,No,28.4,1011.2,20.0,1.5,17.0,Summer
16.1,35.0,0.0,15.8,13.1,43.0,No,No,30.0,1010.75,18.0,0.0,13.0,Summer
16.9,36.3,0.0,15.8,12.7,54.0,No,No,32.1,1010.4,23.0,1.0,9.5,Summer
20.3,37.5,0.0,18.8,12.8,41.0,No,No,33.5,1009.2,21.5,1.0,10.5,Summer
22.0,39.8,0.0,15.0,12.3,41.0,No,No,35.5,1005.85,13.0,4.0,17.5,Summer
24.7,40.3,0.0,12.4,13.1,37.0,No,No,36.2,1004.0,12.0,1.5,25.0,Summer
27.2,41.3,0.0,16.4,13.3,59.0,No,No,37.45,1004.65,18.5,0.5,19.5,Summer
25.3,35.6,0.0,17.8,12.8,50.0,No,No,32.1,1009.25,30.0,0.0,25.0,Summer
21.3,35.5,0.0,19.2,12.0,43.0,No,No,30.7,1010.45,25.0,4.5,17.0,Summer
19.9,35.8,0.0,18.6,10.6,39.0,No,No,30.75,1008.05,19.5,4.5,11.5,Summer
24.2,34.6,0.0,16.0,0.9,37.0,No,No,31.05,1007.2,19.0,7.5,11.5,Summer
23.5,31.6,0.4,11.6,0.5,61.0,No,Yes,28.35,1006.15,25.0,7.5,68.5,Summer
20.6,23.4,27.0,10.2,0.1,67.0,Yes,Yes,21.75,1004.75,27.5,7.5,93.5,Summer
21.0,29.2,33.0,2.2,3.3,67.0,Yes,Yes,25.95,1004.6,28.5,6.5,82.0,Summer
21.7,29.3,58.8,7.0,1.5,43.0,Yes,Yes,24.75,1008.2,18.5,7.5,81.5,Summer
21.8,30.4,4.6,2.2,2.6,43.0,Yes,Yes,26.9,1008.75,14.5,7.0,75.0,Summer
22.5,34.5,12.2,4.2,12.6,43.0,Yes,No,31.6,1006.05,12.5,4.5,37.5,Summer
22.7,35.9,0.0,9.4,11.3,56.0,No,No,32.4,1005.3,13.0,7.0,37.0,Summer
22.0,30.6,0.0,11.4,5.8,35.0,No,No,25.65,1011.25,21.5,5.5,48.5,Summer
20.2,34.5,0.0,8.0,12.4,37.0,No,No,29.9,1011.15,21.5,0.5,34.0,Summer
21.5,35.9,0.0,11.8,12.4,39.0,No,No,31.8,1009.85,16.5,0.5,18.5,Summer
20.7,37.5,0.0,10.8,12.8,44.0,No,No,33.7,1008.6,14.0,0.0,18.0,Summer
19.7,33.3,0.0,14.4,13.0,48.0,No,No,30.25,1011.5,25.0,0.0,21.5,Summer
16.4,31.1,0.0,15.4,13.0,41.0,No,No,27.45,1011.55,27.0,0.0,21.0,Summer
16.3,33.0,0.0,13.4,13.1,50.0,No,No,28.7,1011.05,21.5,0.0,16.5,Summer
16.0,34.3,0.0,12.0,13.0,28.0,No,No,30.2,1009.85,13.0,0.0,14.5,Summer
17.6,37.8,0.0,10.6,13.1,30.0,No,No,34.3,1006.35,7.5,1.0,10.5,Summer
21.8,40.7,0.0,12.0,13.0,35.0,No,No,35.6,1005.2,12.0,4.0,11.0,Summer
21.2,38.8,0.0,13.8,12.8,37.0,No,No,34.3,1007.1,14.0,1.5,18.0,Summer
22.3,39.3,0.0,12.0,12.2,41.0,No,No,34.7,1006.2,16.0,0.5,19.5,Summer
22.7,39.7,0.0,13.4,12.6,35.0,No,No,35.5,1005.5,20.5,0.5,15.5,Summer
21.3,40.6,0.0,13.4,12.8,43.0,No,No,36.4,1004.7,17.5,4.5,13.5,Summer
25.7,39.8,0.0,13.2,12.1,48.0,No,No,36.05,1004.9,18.5,7.0,28.0,Summer
24.1,39.2,0.0,13.4,12.1,74.0,No,No,35.7,1002.8,15.0,2.5,30.0,Summer
21.4,35.4,1.0,13.0,11.5,56.0,No,No,30.0,1004.15,23.5,2.0,44.5,Summer
21.5,36.0,0.0,14.4,9.8,50.0,No,No,31.85,1002.9,18.5,3.0,30.5,Summer
20.7,38.1,0.0,12.6,11.0,54.0,No,No,33.85,1004.1,16.5,1.5,18.5,Summer
21.9,36.6,0.0,15.0,11.6,52.0,No,No,32.8,1005.9,17.5,1.5,24.5,Summer
20.3,37.3,0.0,13.6,12.6,48.0,No,No,32.85,1003.35,18.5,1.0,19.5,Summer
19.8,37.7,0.0,14.8,12.0,48.0,No,No,30.9,1002.65,16.0,0.5,31.5,Summer
22.7,37.1,0.0,12.0,11.3,39.0,No,No,32.2,1007.2,17.5,5.5,27.5,Summer
23.1,37.5,0.0,12.2,9.4,35.0,No,No,33.6,1010.75,19.5,4.5,25.0,Summer
23.6,36.4,0.0,11.8,9.4,52.0,No,No,31.95,1012.55,16.5,2.0,35.0,Summer
23.2,36.6,0.0,11.4,10.2,41.0,No,No,32.1,1012.2,18.0,4.0,18.0,Summer
17.6,36.1,0.0,13.8,12.8,39.0,No,No,31.3,1011.4,11.0,1.0,20.0,Summer
22.4,37.2,0.0,12.0,12.4,39.0,No,No,33.2,1010.45,15.0,1.5,28.0,Summer
22.7,36.5,0.0,13.6,11.7,54.0,No,No,32.2,1008.85,14.0,2.0,34.5,Summer
24.5,37.7,0.0,10.8,10.8,39.0,No,No,33.7,1006.6,13.5,2.0,35.0,Summer
25.6,36.1,0.2,10.2,4.5,52.0,No,Yes,27.9,1004.8,11.0,6.5,63.0,Summer
21.2,33.0,2.2,6.2,8.8,35.0,Yes,No,27.25,1004.45,13.0,6.5,60.0,Summer
20.0,34.9,0.0,8.6,12.6,50.0,No,No,30.95,1006.9,18.5,2.5,33.0,Summer
19.5,35.1,0.0,12.6,12.6,37.0,No,No,31.25,1009.4,13.0,1.5,27.5,Summer
19.1,36.4,0.0,11.4,12.6,52.0,No,No,32.2,1009.9,13.0,0.0,21.5,Summer
19.4,35.2,0.0,12.0,12.6,48.0,No,No,31.55,1010.7,20.5,0.0,20.5,Summer
18.9,35.5,0.0,15.2,12.2,59.0,No,No,31.3,1011.5,18.5,0.5,22.5,Summer
21.2,35.6,0.0,15.8,12.2,43.0,No,No,31.75,1011.2,17.0,0.5,25.0,Summer
20.8,37.6,0.0,13.2,12.4,39.0,No,No,33.05,1009.15,10.0,2.0,29.0,Summer
22.9,38.3,0.0,11.4,10.6,43.0,No,No,34.3,1008.4,18.0,2.0,31.0,Summer
25.0,38.8,0.0,11.4,10.5,67.0,No,No,34.7,1009.05,22.0,5.0,29.5,Summer
21.9,33.0,0.0,8.2,5.8,59.0,No,Yes,26.35,1011.05,23.0,7.0,63.0,Summer
21.4,24.4,57.4,13.4,0.0,37.0,Yes,Yes,22.8,1011.0,18.5,8.0,91.0,Summer
20.9,27.5,31.8,4.4,0.2,54.0,Yes,Yes,24.4,1010.85,22.0,8.0,79.5,Summer
19.8,27.0,1.2,3.8,0.2,52.0,Yes,Yes,24.3,1009.1,20.5,8.0,81.0,Summer
20.2,23.8,27.6,6.0,0.0,46.0,Yes,Yes,21.85,1006.95,17.5,8.0,97.0,Summer
18.8,19.8,62.0,3.4,0.0,61.0,Yes,Yes,19.1,1004.0,29.0,8.0,95.5,Summer
16.7,20.4,28.0,2.4,0.0,56.0,Yes,Yes,18.2,1007.95,27.5,8.0,94.5,Summer
17.2,25.3,1.8,1.6,3.5,39.0,Yes,No,21.9,1009.5,21.5,3.5,51.0,Summer
18.3,25.8,0.0,5.2,4.5,37.0,No,Yes,23.95,1008.5,15.0,7.0,59.0,Summer
16.4,30.7,1.4,5.4,11.8,31.0,Yes,No,26.4,1007.35,13.0,0.5,44.0,Summer
17.0,34.3,0.0,6.4,11.8,31.0,No,No,30.25,1008.35,7.5,0.5,29.5,Summer
18.4,29.6,0.0,7.8,11.7,31.0,No,No,27.1,1010.8,15.0,0.5,36.5,Summer
15.1,27.8,0.0,8.2,11.7,31.0,No,No,24.45,1012.0,17.0,0.5,30.5,Summer
